filename,width,height,class,xmin,ymin,xmax,ymax
image_000001.jpg,640,480,person,0.21235416322684336,0.19977313050695827,0.44023952291842006,0.30477528155149164
image_000001.jpg,640,480,person,0.0664786566709801,0.3044436323783341,0.30181855415556236,0.5828795459193031
image_000001.jpg,640,480,chair,0.5305355983010805,0.4790046010938637,0.649274646273399,0.6255367797720116
image_000001.jpg,640,480,car,0.2270303341855715,0.7042707751061121,0.41093429837790324,0.8941125843628829
image_000001.jpg,640,480,dog,0.11822227704426953,0.7963533165388769,0.3578501560419149,0.9644034198424752
image_000001.jpg,640,480,dog,0.315743166087314,0.28342451639503385,0.43618522139128374,0.4594099765225013
image_000001.jpg,640,480,bicycle,0.39604431160182085,0.7337814865597163,0.657469966256697,0.97972784389848
image_000001.jpg,640,480,dog,0.5558684314009662,0.7449875287973222,0.6716284710166579,0.9036231850787408
image_000001.jpg,640,480,dog,0.0359505840483629,0.17299430677718716,0.2514210130997153,0.4139086740201718
image_000001.jpg,640,480,bicycle,0.6090996289220755,0.2770878632355315,0.9061439330542271,0.5481514074385607
image_000002.jpg,640,480,dog,0.28609921393340365,0.17326934638515606,0.5132361027862837,0.34623578217917295
image_000002.jpg,640,480,chair,0.05423991228986469,0.48467287406464027,0.2946039749815749,0.7213824071719738
image_000002.jpg,640,480,chair,0.2861756713391652,0.8582328989469998,0.5320010309292351,0.9909133976993855
image_000002.jpg,640,480,person,0.6577355558318013,0.04671621067658301,0.8016585906258552,0.21157275755964738
image_000002.jpg,640,480,chair,0.04891277295350055,0.7485589000107328,0.30992193310774346,0.9287918574151985
image_000002.jpg,640,480,bicycle,0.4750137532848144,0.3311693893141892,0.7502872785793482,0.4941049654738848
image_000002.jpg,640,480,chair,0.6492025317357977,0.4700280464659144,0.7777768498242101,0.5979541103710156
image_000002.jpg,640,480,car,0.2947784949728,0.7811987145195014,0.480465260431716,0.9979052995086327
image_000002.jpg,640,480,car,0.03760333145393434,0.09669058971848402,0.23950859018922727,0.21487247215324282
image_000002.jpg,640,480,bicycle,0.047111138515105545,0.31123648079153937,0.30552701138769833,0.49566847415147625
image_000003.jpg,640,480,person,0.6836115543265608,0.008103125316221742,0.8894344233463883,0.3023188008389454
image_000003.jpg,640,480,person,0.20376317121566173,0.5080301249692643,0.4401052450209767,0.7154241910510233
image_000003.jpg,640,480,dog,0.002730284352884539,0.627041963409542,0.16143031008236977,0.7586735142784758
image_000003.jpg,640,480,dog,0.35823155163141396,0.0795535356095587,0.6526091714054368,0.3319459754199716
image_000003.jpg,640,480,car,0.1455365161149417,0.2985580305284767,0.4138703857494351,0.5000906069240035
image_000003.jpg,640,480,dog,0.42010597510985637,0.00042564782150053424,0.6279817811337816,0.2561509435476122
image_000003.jpg,640,480,dog,0.291211795512974,0.8647441087749326,0.4889329371187635,0.9871176538391117
image_000003.jpg,640,480,bicycle,0.4834502631294891,0.06708727633455248,0.6313407251971008,0.21526159482399912
image_000003.jpg,640,480,bicycle,0.39249542826127837,0.08858609433161292,0.655700078945296,0.38418299306707976
image_000003.jpg,640,480,car,0.3749809628900474,0.5259015239491441,0.6643506988310456,0.6589269157439698
image_000004.jpg,640,480,bicycle,0.49271539852109925,0.5339609663077038,0.7784980971215346,0.7850140056348649
image_000004.jpg,640,480,person,0.3070950721909331,0.39854602048136833,0.6061249435231121,0.628521632009259
image_000004.jpg,640,480,chair,0.01788793177934093,0.4914363057884957,0.16746905451254251,0.6042414850537646
image_000004.jpg,640,480,person,0.540196693029156,0.20279694868020562,0.6842401699194678,0.3169955658820121
image_000004.jpg,640,480,car,0.17328472910648812,0.5925996019657578,0.4452118091572374,0.7067710719434885
image_000004.jpg,640,480,car,0.6989825887057972,0.43522964968558586,0.906829374984748,0.6799001628617801
image_000004.jpg,640,480,bicycle,0.1414890594485163,0.07158346450977078,0.39841294430666696,0.33308286406309945
image_000004.jpg,640,480,person,0.7162420219570463,0.044300088835461104,0.8871015352749569,0.2265205440454087
image_000004.jpg,640,480,car,0.7108280491896573,0.08242789020502679,0.8229505840050599,0.3280706078932633
image_000004.jpg,640,480,car,0.36364434661013945,0.2256988050841006,0.5016861282983017,0.41542151465072696
image_000005.jpg,640,480,person,0.5858991995396414,0.7574648094933724,0.8607963903537573,0.8725417871682303
image_000005.jpg,640,480,car,0.7439661787787737,0.6784364371838362,0.85408384468375,0.9782929308663815
image_000005.jpg,640,480,person,0.1852628591355829,0.32198393148954707,0.3185250812563657,0.5191121565796908
